,ido,dR,dL,d0
0,-0.38256017348870675,0.07585989075132896,0.08845279507339024,0.12522963693321082
1,-0.0812782961548492,0.08609486686325336,0.08877034088765123,0.13176309609723483
2,-0.17558141764140228,0.08122841788581117,0.0870081099351074,0.12733801934293656
3,-0.00610244010196582,0.0835327076910721,0.083733584441086,0.12538290189652193
4,-0.03318630628228423,0.08275333333296225,0.08384574181867663,0.12661422798111308
5,-0.17109872856479255,0.07962161497740242,0.08525374834558318,0.1237354108853989
6,-0.028659466158349876,0.08372427547732125,0.08466767194214983,0.12503196267555866
7,-0.4571233722589742,0.07775630169900664,0.092803636181683,0.12683291908615332
8,0.04595644301996493,0.08599912511494412,0.0844863563270824,0.12924899260651818
9,-0.09645694115047411,0.08295345114427376,0.08612856741429624,0.13084889021204404
